344,11862,2
345,11862,2
358,11862,2
382,11862,3
452,11862,3
516,11862,3
518,11862,3
543,11862,3
548,11862,3
564,11862,3
590,11862,3
624,11862,3
640,11862,3
650,11862,3
665,11862,3
19,949,3
24,949,5
34,949,3
36,949,3
44,949,3
55,949,5
67,949,5
83,949,5
92,949,3
95,949,5
100,949,3
105,949,3
112,949,3
119,949,5
162,949,3
173,949,5
177,949,5
201,949,5
215,949,3
224,949,5
236,949,3
252,949,3
256,949,3
284,949,5
288,949,3
312,949,5
318,949,3
329,949,5
343,949,5
358,949,3
367,949,2
383,949,3
385,949,5
388,949,5
413,949,5
433,949,5
447,949,3
457,949,3
472,949,3
490,949,5
496,949,5
502,949,3
509,949,3
534,949,5
548,949,3
574,949,5
608,949,5
616,949,3
633,949,3
659,949,3
666,949,5
18,11860,3
19,11860,3
55,11860,2
70,11860,3
87,11860,3
100,11860,3
128,11860,5
154,11860,3
162,11860,3
182,11860,5
213,11860,2
223,11860,3
233,11860,3
247,11860,3
256,11860,3
294,11860,5
306,11860,2
311,11860,3
361,11860,3
382,11860,5
390,11860,3
413,11860,5
452,11860,3
459,11860,3
472,11860,2
505,11860,3
518,11860,3
537,11860,5
543,11860,5
547,11860,2
564,11860,3
616,11860,3
113,45325,5
182,45325,5
18,9091,3
19,9091,3
55,9091,3
70,9091,3
95,9091,3
110,9091,5
182,9091,3
247,9091,3
254,9091,3
256,9091,3
361,9091,3
383,9091,2
390,9091,3
516,9091,3
640,9091,3
7,710,3
15,710,3
19,710,3
21,710,3
39,710,5
73,710,3
74,710,5
77,710,3
78,710,5
80,710,3
82,710,3
85,710,5
92,710,2
113,710,3
121,710,3
122,710,3
126,710,3
135,710,3
144,710,5
145,710,5
151,710,5
191,710,2
214,710,3
224,710,3
236,710,3
268,710,3
279,710,3
282,710,3
288,710,3
302,710,3
311,710,3
353,710,3
369,710,3
385,710,3
388,710,2
390,710,3
396,710,3
399,710,3
400,710,3
447,710,3
457,710,2
461,710,2
464,710,5
468,710,3
525,710,3
535,710,3
552,710,3
555,710,3
564,710,3
574,710,3
588,710,3
590,710,3
593,710,2
602,710,3
608,710,3
641,710,3
649,710,5
662,710,3
666,710,3
19,9087,3
57,9087,5
58,9087,5
110,9087,5
182,9087,5
242,9087,5
280,9087,3
294,9087,3
311,9087,5
312,9087,3
354,9087,5
358,9087,3
380,9087,2
382,9087,5
390,9087,5
396,9087,3
421,9087,5
447,9087,3
463,9087,3
468,9087,2
472,9087,3
491,9087,3
508,9087,3
509,9087,3
517,9087,5
518,9087,5
534,9087,3
535,9087,3
537,9087,3
547,9087,3
548,9087,3
564,9087,3
569,9087,5
575,9087,3
602,9087,3
605,9087,3
650,9087,5
667,9087,3
67,12110,3
70,12110,3
157,12110,2
247,12110,3
252,12110,5
361,12110,3
516,12110,3
551,12110,3
580,12110,3
624,12110,2
640,12110,3
182,21032,3
516,21032,3
518,21032,5
595,21032,5
18,10858,2
19,10858,5
70,10858,3
233,10858,3
284,10858,3
306,10858,3
311,10858,3
342,10858,3
383,10858,3
390,10858,2
452,10858,5
490,10858,3
509,10858,3
514,10858,3
588,10858,3
640,10858,2
213,1408,3
311,1408,2
390,1408,3
496,1408,3
598,1408,2
650,1408,2
654,1408,2
19,524,5
30,524,5
36,524,3
39,524,5
63,524,5
74,524,3
78,524,5
80,524,5
95,524,5
105,524,5
113,524,5
119,524,3
171,524,5
219,524,2
220,524,5
221,524,3
224,524,5
242,524,5
253,524,2
311,524,2
330,524,3
385,524,5
388,524,3
408,524,2
428,524,5
461,524,3
476,524,5
511,524,5
550,524,5
596,524,5
624,524,5
628,524,3
659,524,5
667,524,2
2,4584,5
15,4584,3
44,4584,2
57,4584,5
86,4584,5
99,4584,3
121,4584,5
122,4584,3
161,4584,5
182,4584,3
220,4584,5
224,4584,5
232,4584,5
233,4584,5
268,4584,3
280,4584,5
311,4584,2
312,4584,3
319,4584,3
358,4584,5
361,4584,5
385,4584,3
413,4584,3
431,4584,5
434,4584,5
447,4584,3
465,4584,5
484,4584,5
487,4584,5
514,4584,3
517,4584,5
518,4584,5
534,4584,2
537,4584,5
547,4584,5
554,4584,5
555,4584,3
564,4584,3
575,4584,5
577,4584,5
578,4584,3
598,4584,2
608,4584,3
616,4584,3
636,4584,3
667,4584,2
18,5,3
30,5,2
86,5,5
112,5,3
154,5,5
408,5,5
452,5,3
502,5,3
564,5,2
571,5,5
636,5,3
23,9273,2
32,9273,3
33,9273,3
85,9273,3
105,9273,2
134,9273,2
145,9273,5
150,9273,3
151,9273,3
176,9273,2
192,9273,3
194,9273,3
213,9273,2
219,9273,3
243,9273,3
254,9273,3
261,9273,5
268,9273,2
288,9273,5
324,9273,3
355,9273,3
384,9273,3
385,9273,3
412,9273,3
416,9273,3
430,9273,2
447,9273,3
487,9273,3
496,9273,2
500,9273,3
506,9273,3
516,9273,3
517,9273,3
518,9273,3
536,9273,2
548,9273,3
562,9273,3
564,9273,3
574,9273,3
588,9273,2
624,9273,2
641,9273,3
649,9273,3
653,9273,3
662,9273,2
666,9273,3
113,11517,5
135,11517,3
168,11517,2
416,11517,3
624,11517,3
7,8012,3
19,8012,3
21,8012,3
28,8012,5
30,8012,5
36,8012,3
39,8012,3
50,8012,3
56,8012,2
60,8012,3
82,8012,3
92,8012,5
93,8012,5
113,8012,5
135,8012,3
144,8012,2
151,8012,5
161,8012,3
182,8012,3
240,8012,3
242,8012,5
312,8012,2
321,8012,5
353,8012,3
367,8012,3
369,8012,3
383,8012,3
390,8012,5
408,8012,5
409,8012,5
430,8012,5
447,8012,3
461,8012,3
491,8012,3
508,8012,5
511,8012,5
514,8012,3
516,8012,5
534,8012,2
535,8012,3
537,8012,5
548,8012,3
580,8012,3
594,8012,5
602,8012,2
605,8012,2
619,8012,3
624,8012,2
649,8012,3
667,8012,3
19,1710,3
66,1710,2
188,1710,3
245,1710,3
254,1710,3
282,1710,3
330,1710,3
380,1710,3
385,1710,3
389,1710,3
452,1710,3
461,1710,2
487,1710,5
496,1710,5
516,1710,5
536,1710,5
548,1710,3
564,1710,5
577,1710,3
590,1710,3
608,1710,3
664,1710,3
85,9691,3
110,9691,5
150,9691,2
177,9691,3
254,9691,2
311,9691,2
344,9691,3
384,9691,3
388,9691,2
389,9691,2
516,9691,3
548,9691,3
113,12665,5
119,12665,3
348,12665,2
380,12665,3
396,12665,3
411,12665,5
414,12665,2
452,12665,2
463,12665,2
489,12665,3
518,12665,3
529,12665,3
639,12665,3
644,12665,3
652,12665,5
659,12665,3
15,451,3
18,451,5
19,451,3
44,451,3
70,451,5
86,451,3
90,451,2
128,451,2
161,451,3
195,451,3
214,451,3
252,451,5
256,451,5
284,451,3
304,451,5
313,451,3
328,451,3
329,451,5
330,451,3
343,451,5
381,451,5
383,451,2
385,451,3
403,451,3
422,451,5
434,451,5
459,451,5
463,451,3
466,451,3
468,451,3
472,451,5
484,451,2
493,451,3
502,451,5
514,451,5
516,451,5
527,451,3
534,451,3
544,451,5
564,451,5
590,451,5
593,451,5
602,451,5
605,451,3
659,451,5
667,451,2
670,451,5
9,16420,3
70,16420,5
119,16420,5
135,9263,3
311,9263,2
412,9263,3
452,9263,3
487,9263,3
67,17015,5
99,17015,3
122,17015,3
224,17015,5
280,17015,5
311,17015,2
312,17015,5
575,17015,5
19,902,3
90,902,5
103,902,5
119,902,3
134,902,5
185,902,5
211,902,5
254,902,5
262,902,3
344,902,3
346,902,2
383,902,3
388,902,3
430,902,5
514,902,5
537,902,5
577,902,5
597,902,3
602,902,5
86,37557,5
409,37557,5
492,37557,2
509,37557,3
564,37557,5
7,9909,3
36,9909,3
39,9909,3
88,9909,3
161,9909,3
186,9909,3
254,9909,3
288,9909,3
311,9909,3
338,9909,3
386,9909,2
394,9909,2
461,9909,2
487,9909,5
590,9909,3
596,9909,3
601,9909,3
619,9909,3
639,9909,3
8,63,5
18,63,5
19,63,3
30,63,2
34,63,5
36,63,5
44,63,3
73,63,5
78,63,5
80,63,5
86,63,5
87,63,3
92,63,5
100,63,5
103,63,5
110,63,3
112,63,3
137,63,5
144,63,5
145,63,5
151,63,5
152,63,5
153,63,5
155,63,3
161,63,3
168,63,3
172,63,3
183,63,5
197,63,3
201,63,5
211,63,5
214,63,3
224,63,5
232,63,5
237,63,2
268,63,3
285,63,5
299,63,5
303,63,3
312,63,2
313,63,3
329,63,3
345,63,5
346,63,3
348,63,5
357,63,5
358,63,3
361,63,3
380,63,5
383,63,5
396,63,3
403,63,3
409,63,3
416,63,3
426,63,2
430,63,5
432,63,5
435,63,5
440,63,3
457,63,3
468,63,3
472,63,3
480,63,3
484,63,5
490,63,3
502,63,5
506,63,3
508,63,3
522,63,3
525,63,3
546,63,5
548,63,3
590,63,3
593,63,5
596,63,5
602,63,3
603,63,5
615,63,3
616,63,3
624,63,2
637,63,5
650,63,3
654,63,5
664,63,5
667,63,5
670,63,3
4,9598,5
15,9598,3
48,9598,3
57,9598,5
61,9598,2
67,9598,5
82,9598,5
86,9598,3
91,9598,3
92,9598,5
108,9598,3
110,9598,3
114,9598,5
121,9598,5
126,9598,3
130,9598,3
151,9598,3
159,9598,2
160,9598,2
172,9598,3
176,9598,2
182,9598,5
191,9598,2
192,9598,5
212,9598,3
219,9598,3
224,9598,5
254,9598,5
259,9598,3
262,9598,2
266,9598,3
279,9598,3
294,9598,3
312,9598,2
324,9598,5
358,9598,5
363,9598,5
383,9598,5
384,9598,3
409,9598,5
421,9598,3
428,9598,3
447,9598,3
458,9598,3
472,9598,5
487,9598,3
493,9598,5
495,9598,5
496,9598,2
508,9598,5
509,9598,3
516,9598,3
518,9598,5
529,9598,5
531,9598,3
534,9598,3
536,9598,5
557,9598,2
564,9598,3
575,9598,5
577,9598,5
582,9598,3
595,9598,3
597,9598,5
605,9598,5
629,9598,2
647,9598,5
665,9598,2
19,47018,3
306,47018,3
391,47018,5
514,47018,3
564,47018,2
659,47018,3
9,687,5
18,687,3
19,687,3
21,687,3
24,687,3
105,687,3
119,687,3
120,687,3
156,687,5
162,687,3
182,687,3
198,687,5
224,687,5
242,687,5
256,687,3
266,687,5
283,687,3
318,687,3
350,687,5
381,687,5
383,687,3
387,687,3
422,687,5
433,687,3
434,687,5
452,687,5
461,687,3
466,687,3
490,687,3
502,687,5
507,687,5
511,687,5
527,687,2
530,687,5
545,687,5
548,687,3
564,687,5
573,687,5
575,687,3
602,687,5
633,687,3
640,687,5
650,687,5
306,139405,3
624,33689,3
2,9603,5
19,9603,3
34,9603,3
47,9603,3
50,9603,2
56,9603,5
78,9603,5
82,9603,5
88,9603,3
92,9603,2
98,9603,3
110,9603,5
126,9603,3
129,9603,3
144,9603,3
151,9603,3
161,9603,3
188,9603,3
192,9603,3
195,9603,3
212,9603,2
213,9603,2
239,9603,5
247,9603,3
254,9603,2
264,9603,5
266,9603,5
288,9603,3
306,9603,5
311,9603,3
312,9603,5
319,9603,3
338,9603,3
344,9603,3
358,9603,5
369,9603,3
373,9603,5
380,9603,3
382,9603,2
388,9603,3
394,9603,3
412,9603,3
416,9603,3
421,9603,3
447,9603,3
452,9603,3
457,9603,2
463,9603,3
464,9603,5
468,9603,3
514,9603,3
516,9603,3
534,9603,2
536,9603,5
547,9603,3
548,9603,3
564,9603,5
575,9603,3
597,9603,5
598,9603,3
599,9603,5
617,9603,3
641,9603,5
653,9603,5
662,9603,3
665,9603,2
666,9603,2
121,34615,5
311,34615,3
530,34615,3
36,31174,3
112,31174,5
318,31174,3
330,31174,5
343,31174,2
388,31174,2
407,31174,5
431,31174,5
508,31174,5
537,31174,5
550,31174,5
555,31174,3
564,31174,3
667,31174,5
19,11443,3
30,11443,3
67,11443,3
195,11443,2
388,11443,2
509,11443,2
534,11443,2
564,11443,3
211,35196,5
390,35196,3
514,35196,3
659,35196,3
15,9312,3
21,9312,3
22,9312,2
32,9312,3
73,9312,3
85,9312,2
92,9312,3
161,9312,3
192,9312,3
194,9312,3
212,9312,2
247,9312,3
254,9312,3
285,9312,2
294,9312,3
390,9312,3
396,9312,3
514,9312,3
516,9312,3
535,9312,3
548,9312,3
564,9312,2
580,9312,2
589,9312,3
603,9312,3
19,577,3
30,577,3
76,577,5
110,577,5
128,577,5
247,577,3
308,577,3
312,577,5
380,577,3
388,577,2
391,577,3
452,577,3
457,577,3
536,577,3
548,577,3
551,577,3
555,577,3
564,577,5
649,577,3
650,577,3
659,577,3
80,11861,3
86,11861,3
245,11861,3
344,11861,3
414,11861,2
539,11861,3
564,11861,5
639,11861,3
8,807,5
9,807,3
15,807,5
17,807,5
19,807,5
34,807,5
50,807,3
73,807,5
82,807,5
86,807,5
92,807,5
108,807,2
109,807,5
110,807,3
116,807,5
119,807,5
128,807,5
145,807,5
151,807,5
152,807,5
177,807,5
183,807,5
188,807,3
191,807,3
192,807,3
201,807,5
216,807,5
225,807,5
235,807,3
241,807,3
245,807,2
254,807,3
262,807,5
279,807,3
283,807,3
285,807,5
288,807,5
290,807,5
304,807,5
308,807,3
340,807,5
344,807,5
355,807,5
358,807,3
363,807,5
380,807,5
383,807,5
385,807,5
388,807,5
391,807,3
396,807,3
399,807,2
408,807,5
409,807,5
430,807,5
431,807,5
432,807,5
433,807,5
450,807,5
461,807,5
496,807,3
501,807,5
508,807,5
517,807,5
518,807,5
520,807,5
534,807,5
535,807,3
544,807,5
545,807,5
548,807,3
550,807,3
568,807,5
588,807,5
589,807,5
608,807,5
631,807,5
633,807,3
639,807,3
647,807,5
648,807,3
662,807,3
670,807,5
19,10530,3
22,10530,2
73,10530,2
126,10530,3
128,10530,5
130,10530,3
161,10530,3
175,10530,3
176,10530,3
182,10530,3
185,10530,3
188,10530,3
192,10530,3
213,10530,2
235,10530,3
241,10530,2
311,10530,3
358,10530,3
418,10530,3
437,10530,3
447,10530,3
461,10530,2
463,10530,3
466,10530,3
487,10530,3
493,10530,2
496,10530,3
514,10530,2
520,10530,2
531,10530,3
561,10530,3
575,10530,2
591,10530,3
614,10530,3
646,10530,5
654,10530,2
388,8391,3
564,8391,5
8,629,5
10,629,5
11,629,5
15,629,5
17,629,5
30,629,5
34,629,5
39,629,3
59,629,5
61,629,5
73,629,5
78,629,5
80,629,3
83,629,5
92,629,5
97,629,5
118,629,5
121,629,5
125,629,5
137,629,5
147,629,5
149,629,3
151,629,3
152,629,5
165,629,2
172,629,5
177,629,5
183,629,5
185,629,5
201,629,5
203,629,5
205,629,5
214,629,5
231,629,5
232,629,5
235,629,5
242,629,5
254,629,5
261,629,5
265,629,5
279,629,5
285,629,5
292,629,5
307,629,5
309,629,5
311,629,3
312,629,5
342,629,5
344,629,5
358,629,5
360,629,5
362,629,5
369,629,3
378,629,3
380,629,5
385,629,5
388,629,5
391,629,5
400,629,5
408,629,5
415,629,5
430,629,5
431,629,5
432,629,5
434,629,5
438,629,5
450,629,5
454,629,5
457,629,3
463,629,5
468,629,3
487,629,5
494,629,5
499,629,5
502,629,5
508,629,5
509,629,5
511,629,5
514,629,5
520,629,5
522,629,3
523,629,5
534,629,2
536,629,5
537,629,5
556,629,3
562,629,5
564,629,5
567,629,3
574,629,5
585,629,5
588,629,5
590,629,5
598,629,5
602,629,5
608,629,5
613,629,5
618,629,5
619,629,5
635,629,3
637,629,5
643,629,5
647,629,5
654,629,5
655,629,5
670,629,5
2,11448,3
18,11448,3
19,11448,3
30,11448,5
36,11448,3
100,11448,3
154,11448,5
162,11448,5
211,11448,5
312,11448,3
390,11448,3
407,11448,5
413,11448,3
452,11448,3
505,11448,3
537,11448,3
564,11448,5
636,11448,2
640,11448,2
344,49133,5
487,26441,3
659,97406,3
19,9089,3
306,9089,2
311,9089,2
312,9089,3
396,9089,3
452,9089,3
514,9089,3
529,9089,3
536,9089,5
537,9089,2
575,9089,3
19,11010,3
28,11010,5
36,11010,5
70,11010,5
224,11010,3
233,11010,3
265,11010,3
342,11010,5
357,11010,5
358,11010,5
361,11010,3
391,11010,5
407,11010,5
434,11010,5
441,11010,5
468,11010,3
481,11010,5
509,11010,3
511,11010,5
537,11010,5
548,11010,5
658,11010,5
441,99040,5
608,99040,3
3,11359,3
30,11359,2
49,11359,3
73,11359,2
119,11359,2
128,11359,3
137,11359,3
140,11359,2
195,11359,2
213,11359,2
428,11359,2
447,11359,3
461,11359,2
515,11359,3
534,11359,3
580,11359,3
602,11359,3
603,11359,3
637,11359,3
665,11359,2
182,17182,3
311,17182,3
564,17182,3
2,2054,3
15,2054,2
44,2054,5
67,2054,3
70,2054,5
86,2054,3
92,2054,3
100,2054,3
154,2054,3
162,2054,5
182,2054,5
188,2054,3
192,2054,5
211,2054,5
232,2054,5
245,2054,5
284,2054,3
306,2054,3
343,2054,2
388,2054,3
390,2054,3
416,2054,5
422,2054,3
447,2054,5
452,2054,3
464,2054,5
484,2054,5
496,2054,5
502,2054,3
509,2054,3
514,2054,3
548,2054,3
575,2054,3
588,2054,3
603,2054,5
616,2054,3
633,2054,3
640,2054,5
650,2054,5
658,2054,5
659,2054,3
665,2054,3
19,10607,3
285,10607,2
19,19760,2
162,19760,3
509,19760,2
516,19760,3
518,19760,2
534,19760,3
641,19760,3
659,19760,3
665,19760,2
55,9536,5
70,9536,3
73,9536,2
239,9536,2
361,9536,3
390,9536,2
396,9536,2
518,9536,3
548,9536,3
632,9536,3
636,9536,2
396,11525,2
624,11525,2
383,4482,3
502,4482,3
529,4482,2
39,10634,3
94,10634,3
207,10634,5
239,10634,5
260,10634,3
350,10634,5
514,10634,3
534,10634,3
22,755,3
39,755,5
43,755,2
102,755,2
165,755,5
247,755,3
262,755,2
276,755,3
332,755,5
355,755,3
388,755,3
422,755,3
457,755,3
461,755,2
482,755,3
534,755,2
564,755,2
598,755,2
608,755,3
647,755,3
648,755,2
150,11859,3
496,11859,5
564,11859,2
388,28387,5
509,28387,3
27,48750,5
39,48750,3
46,48750,5
80,48750,5
86,48750,3
407,48750,5
408,48750,5
564,48750,2
18,20927,2
19,20927,3
55,20927,3
113,20927,5
306,20927,2
311,20927,3
416,20927,3
434,20927,2
452,20927,2
516,20927,3
518,20927,3
564,20927,3
665,20927,2
18,9102,3
39,9102,3
92,9102,3
159,9102,3
177,9102,2
284,9102,3
396,9102,3
484,9102,5
548,9102,3
650,9102,3
25,27526,3
30,27526,2
119,27526,3
284,27526,2
659,27526,2
18,9623,2
55,9623,3
90,9623,3
113,9623,5
128,9623,5
182,9623,3
233,9623,3
252,9623,2
256,9623,3
284,9623,5
311,9623,2
361,9623,3
459,9623,2
516,9623,3
533,9623,2
534,9623,3
616,9623,3
641,9623,3
650,9623,3
278,46785,5
330,46785,5
18,400,3
86,400,5
111,400,3
165,400,3
223,400,3
284,400,3
509,400,3
534,400,2
564,400,3
608,400,3
609,400,5
659,400,3
15,880,5
86,880,3
211,880,5
254,880,5
388,880,2
555,880,3
667,880,3
311,146599,3
383,146599,3
514,146599,3
112,8447,5
409,8447,5
514,8447,3
547,8447,3
602,8447,5
636,8447,5
659,8447,3
67,10534,5
100,10534,3
128,10534,5
215,10534,3
223,10534,5
233,10534,3
361,10534,3
416,10534,3
452,10534,3
534,10534,5
650,10534,5
518,17414,3
33,13997,3
67,13997,3
70,13997,3
87,13997,3
100,13997,2
239,13997,2
306,13997,3
388,13997,3
416,13997,3
423,13997,3
518,13997,3
548,13997,3
564,13997,2
603,13997,3
636,13997,3
19,2086,3
80,2086,3
128,2086,5
311,2086,3
452,2086,3
487,2086,3
518,2086,3
537,2086,3
564,2086,3
659,2086,2
18,9095,3
70,9095,5
154,9095,3
390,9095,2
396,9095,3
564,9095,5
596,9095,3
650,9095,3
168,12158,2
188,12158,3
243,12158,2
285,12158,2
308,12158,3
564,12158,2
607,12158,3
15,9283,3
19,9283,3
67,9283,3
102,9283,2
211,9283,3
343,9283,3
434,9283,3
487,9283,3
18,9208,3
19,9208,3
21,9208,3
24,9208,3
44,9208,3
47,9208,3
50,9208,3
55,9208,3
70,9208,5
80,9208,2
87,9208,3
88,9208,2
92,9208,3
100,9208,3
110,9208,5
111,9208,3
112,9208,3
119,9208,2
126,9208,3
150,9208,3
151,9208,3
182,9208,3
194,9208,3
195,9208,3
213,9208,2
224,9208,3
233,9208,3
256,9208,3
284,9208,3
311,9208,3
312,9208,2
319,9208,3
329,9208,3
355,9208,3
383,9208,3
384,9208,2
385,9208,2
389,9208,5
390,9208,3
394,9208,3
434,9208,3
464,9208,5
487,9208,5
507,9208,3
530,9208,5
535,9208,3
537,9208,2
548,9208,3
564,9208,3
605,9208,3
607,9208,2
608,9208,3
624,9208,2
627,9208,2
640,9208,3
641,9208,3
667,9208,3
262,406,3
510,406,3
602,406,5
73,45549,3
312,63076,5
55,11062,3
80,11062,2
162,11062,3
232,11062,5
233,11062,3
256,11062,3
284,11062,5
311,11062,3
361,11062,3
383,11062,3
388,11062,2
434,11062,3
452,11062,3
507,11062,2
511,11062,5
19,13685,3
119,13685,2
143,13685,5
309,13685,5
408,13685,3
434,13685,5
135,47475,3
223,47475,3
232,47475,2
390,47475,3
487,47475,3
518,47475,3
636,47475,3
641,47475,3
434,2045,3
564,2045,5
7,9614,3
43,9614,2
55,9614,5
67,9614,3
70,9614,3
113,9614,5
120,9614,5
135,9614,3
150,9614,5
201,9614,3
212,9614,3
213,9614,2
219,9614,5
252,9614,3
271,9614,2
297,9614,2
329,9614,3
350,9614,5
387,9614,3
388,9614,2
408,9614,3
416,9614,3
425,9614,3
430,9614,2
433,9614,3
468,9614,2
484,9614,3
487,9614,3
509,9614,2
535,9614,3
564,9614,2
574,9614,3
580,9614,3
592,9614,5
598,9614,5
607,9614,3
624,9614,3
640,9614,3
648,9614,3
19,688,3
66,688,2
80,688,3
86,688,3
99,688,3
113,688,5
121,688,3
266,688,3
283,688,3
288,688,3
306,688,2
312,688,5
325,688,2
338,688,3
385,688,3
388,688,2
496,688,5
534,688,2
551,688,3
555,688,2
573,688,2
605,688,2
650,688,3
659,688,3
666,688,3
667,688,3
15,10874,2
67,10874,3
70,10874,5
73,10874,3
172,10874,5
173,10874,3
177,10874,3
284,10874,2
434,10874,2
468,10874,3
514,10874,2
543,10874,5
640,10874,3
7,197,5
15,197,3
19,197,3
20,197,2
30,197,5
32,197,5
39,197,5
43,197,5
47,197,5
57,197,5
67,197,5
74,197,5
82,197,5
85,197,5
86,197,3
89,197,5
91,197,5
92,197,5
99,197,3
108,197,3
119,197,5
121,197,5
124,197,5
128,197,5
130,197,3
134,197,3
153,197,3
164,197,3
168,197,3
171,197,5
182,197,5
188,197,5
191,197,3
195,197,3
201,197,5
205,197,3
211,197,5
212,197,5
214,197,5
224,197,5
232,197,5
242,197,5
245,197,5
247,197,5
248,197,5
253,197,5
261,197,5
262,197,3
275,197,5
277,197,5
285,197,5
288,197,5
294,197,3
300,197,5
306,197,3
311,197,3
313,197,5
338,197,3
346,197,2
369,197,5
375,197,3
380,197,5
383,197,3
385,197,3
388,197,5
389,197,5
390,197,3
395,197,3
396,197,3
400,197,5
405,197,2
410,197,5
412,197,3
415,197,5
417,197,5
421,197,5
431,197,5
440,197,5
441,197,3
447,197,5
457,197,3
463,197,5
468,197,3
473,197,5
487,197,5
495,197,5
496,197,5
509,197,5
513,197,5
514,197,3
517,197,5
523,197,5
525,197,5
533,197,3
534,197,5
536,197,5
548,197,5
550,197,3
553,197,5
555,197,3
559,197,5
569,197,3
570,197,3
584,197,5
588,197,5
589,197,3
590,197,5
594,197,5
602,197,3
603,197,5
605,197,3
629,197,5
632,197,5
659,197,3
666,197,2
670,197,3
15,103,5
17,103,5
19,103,5
23,103,5
48,103,3
102,103,5
119,103,5
147,103,5
168,103,5
171,103,5
193,103,5
195,103,2
214,103,5
232,103,5
240,103,5
242,103,5
257,103,5
268,103,3
312,103,5
345,103,5
348,103,5
358,103,5
360,103,5
385,103,5
387,103,5
388,103,5
391,103,3
406,103,5
423,103,5
428,103,5
433,103,5
447,103,3
450,103,5
457,103,5
481,103,5
483,103,3
499,103,5
505,103,3
509,103,5
511,103,5
514,103,5
520,103,5
533,103,3
538,103,5
545,103,5
547,103,5
558,103,5
564,103,3
574,103,5
577,103,5
595,103,5
596,103,5
608,103,5
618,103,5
619,103,5
639,103,5
647,103,5
648,103,3
658,103,5
4,33542,5
19,33542,3
55,33542,3
63,33542,3
67,33542,3
70,33542,5
87,33542,3
119,33542,3
121,33542,3
165,33542,2
217,33542,3
221,33542,3
254,33542,3
285,33542,3
294,33542,3
295,33542,3
305,33542,3
312,33542,2
353,33542,2
354,33542,5
413,33542,3
514,33542,3
516,33542,3
548,33542,3
564,33542,3
608,33542,3
649,33542,3
223,43566,2
452,43566,3
641,43566,3
555,71754,3
358,51352,5
564,51352,5
640,51352,5
641,51352,5
472,16934,3
608,16934,2
30,10324,3
162,10324,3
